"post_id","date","username","likes_count","comments_count","caption","hashtags","engagement_rate"
265,2021-08-13,"swiat_gluchych",315,47,"Ważne: Szczepienia - punkt dostępny z tłumaczem. #maseczki #polskijezykmigowy #PJM #koronawirus","#maseczki #polskijezykmigowy #PJM #koronawirus",2.59
65,2021-08-20,"muzeumslaskie",518,51,"Hej! Kino dostępne z napisami i pętlą. #społeczność #teatr #polskijezykmigowy #Deaf","#społeczność #teatr #polskijezykmigowy #Deaf",3.16
73,2021-08-21,"fundacja_kultura_bez_barier",118,5,"Hej! Konferencja prasowa bez tłumacza? Skandal. #społeczność #Deaf #maseczki #polskijezykmigowy","#społeczność #Deaf #maseczki #polskijezykmigowy",1.37
177,2021-08-22,"migam_pl",726,28,"Hej! Wdrażamy tłumacza online w kolejnym banku! 🏦 #PJM #aplikacja #polskijezykmigowy #startup","#PJM #aplikacja #polskijezykmigowy #startup",2.09
216,2021-08-24,"fundacja_kultura_bez_barier",69,6,"Cześć! Sztuka nie potrzebuje słów, by wzruszać. #teatr #Głusi #społeczność #polskijezykmigowy","#teatr #Głusi #społeczność #polskijezykmigowy",0.83
276,2021-08-24,"muzeumslaskie",380,6,"Cześć! Kino dostępne z napisami i pętlą. #kultura #Głusi #PJM #sztuka","#kultura #Głusi #PJM #sztuka",2.14
344,2021-08-24,"fundacja_kultura_bez_barier",311,4,"Zobaczcie: Warsztaty plastyczne dla dzieci niesłyszących. #polskijezykmigowy #teatr #kultura #Deaf","#polskijezykmigowy #teatr #kultura #Deaf",3.5
136,2021-09-02,"migam_pl",1178,51,"Cześć! Szczepienia - punkt dostępny z tłumaczem. #maseczki #koronawirus #polskijezykmigowy #PJM","#maseczki #koronawirus #polskijezykmigowy #PJM",3.41
398,2021-09-05,"fundacja_kultura_bez_barier",131,17,"Ważne: Kino dostępne z napisami i pętlą. #Głusi #kultura #Deaf #PJM","#Głusi #kultura #Deaf #PJM",1.64
96,2021-09-11,"migam_pl",790,50,"Zobaczcie: Wdrażamy tłumacza online w kolejnym banku! 🏦 #tech #aplikacja #startup #PJM","#tech #aplikacja #startup #PJM",2.33
220,2021-09-11,"fundacja_echo",55,4,"Zobaczcie: Konferencja prasowa bez tłumacza? Skandal. #polskijezykmigowy #PJM #Deaf #maseczki","#polskijezykmigowy #PJM #Deaf #maseczki",1.31
430,2021-09-12,"fundacja_kultura_bez_barier",253,31,"Ważne: Konferencja prasowa bez tłumacza? Skandal. #maseczki #PJM #zdrowie #Deaf","#maseczki #PJM #zdrowie #Deaf",3.16
501,2021-09-14,"iwonacichosz",1128,19,"Ważne: Relacja z czerwonego dywanu. #lifestyle #Deaf #Głusi #polskijezykmigowy","#lifestyle #Deaf #Głusi #polskijezykmigowy",2.39
531,2021-09-16,"swiat_gluchych",425,31,"Ważne: Ważne zmiany w przepisach dla osób z niepełnosprawnością. #news #Głusi #ngo #prawa","#news #Głusi #ngo #prawa",3.26
528,2021-09-17,"fundacja_kultura_bez_barier",141,19,"Hej! Warsztaty plastyczne dla dzieci niesłyszących. #teatr #dostępność #kultura #PJM","#teatr #dostępność #kultura #PJM",1.78
144,2021-09-22,"iwonacichosz",1056,28,"Hej! Izolacja jest trudna, ale jesteśmy razem online. #Deaf #Głusi #zdrowie #polskijezykmigowy","#Deaf #Głusi #zdrowie #polskijezykmigowy",2.26
257,2021-09-25,"unmute_pl",567,6,"Zobaczcie: Konferencja prasowa bez tłumacza? Skandal. #polskijezykmigowy #pandemia #społeczność #PJM","#polskijezykmigowy #pandemia #społeczność #PJM",2.73
294,2021-09-25,"muzeumslaskie",383,57,"Ważne: Warsztaty plastyczne dla dzieci niesłyszących. #muzeum #teatr #kultura #dostępność","#muzeum #teatr #kultura #dostępność",2.44
404,2021-09-26,"pzg_zg",209,14,"Hej! Szczepienia - punkt dostępny z tłumaczem. #społeczność #koronawirus #pandemia #maseczki","#społeczność #koronawirus #pandemia #maseczki",2.97
195,2021-09-27,"iwonacichosz",1306,71,"Zobaczcie: Ważny komunikat Ministerstwa Zdrowia (tłumaczenie PJM). #społeczność #koronawirus #maseczki #Deaf","#społeczność #koronawirus #maseczki #Deaf",2.87
323,2021-10-01,"pan_od_pjm",93,6,"Cześć! Ważny komunikat Ministerstwa Zdrowia (tłumaczenie PJM). #maseczki #polskijezykmigowy #koronawirus #pandemia","#maseczki #polskijezykmigowy #koronawirus #pandemia",1.98
297,2021-10-03,"unmute_pl",647,53,"Cześć! Sztuka nie potrzebuje słów, by wzruszać. #Głusi #polskijezykmigowy #społeczność #dostępność","#Głusi #polskijezykmigowy #społeczność #dostępność",3.33
487,2021-10-09,"iwonacichosz",1535,78,"Ważne: Dziś nagrywamy nowy projekt! 🎬 #Głusi #PJM #actress #polskijezykmigowy","#Głusi #PJM #actress #polskijezykmigowy",3.36
453,2021-10-10,"migajaca_poezja",60,5,"Hej! Warsztaty plastyczne dla dzieci niesłyszących. #Głusi #dostępność #kultura #muzeum","#Głusi #dostępność #kultura #muzeum",2.17
520,2021-10-10,"pan_od_pjm",68,2,"Zobaczcie: Warsztaty plastyczne dla dzieci niesłyszących. #polskijezykmigowy #społeczność #teatr #dostępność","#polskijezykmigowy #społeczność #teatr #dostępność",1.4
567,2021-10-10,"migajaca_poezja",60,2,"Hej! Jak czytać z ruchu warg w maseczce? 😷 #PJM #społeczność #Głusi #koronawirus","#PJM #społeczność #Głusi #koronawirus",2.07
456,2021-10-14,"unmute_pl",489,64,"Ważne: Sztuka nie potrzebuje słów, by wzruszać. #dostępność #PJM #sztuka #teatr","#dostępność #PJM #sztuka #teatr",2.63
315,2021-10-18,"pan_od_pjm",107,10,"Hej! Kino dostępne z napisami i pętlą. #teatr #Deaf #społeczność #dostępność","#teatr #Deaf #społeczność #dostępność",2.34
353,2021-10-21,"swiat_gluchych",248,15,"Ważne: Zapraszamy na bezpłatne porady prawne. #prawa #Głusi #ngo #polskijezykmigowy","#prawa #Głusi #ngo #polskijezykmigowy",1.88
512,2021-10-26,"muzeumslaskie",448,53,"Cześć! Izolacja jest trudna, ale jesteśmy razem online. #Głusi #PJM #polskijezykmigowy #maseczki","#Głusi #PJM #polskijezykmigowy #maseczki",2.78
311,2021-10-27,"fundacja_kultura_bez_barier",189,13,"Ważne: Konferencja prasowa bez tłumacza? Skandal. #koronawirus #zdrowie #społeczność #pandemia","#koronawirus #zdrowie #społeczność #pandemia",2.24
391,2021-10-30,"pzg_zg",230,19,"Hej! Relacja z demonstracji w Warszawie. #prawa #Głusi #PJM #ngo","#prawa #Głusi #PJM #ngo",3.32
423,2021-10-30,"fundacja_echo",94,7,"Ważne: Zapraszamy na bezpłatne porady prawne. #polskijezykmigowy #społeczność #ngo #Głusi","#polskijezykmigowy #społeczność #ngo #Głusi",2.24
252,2021-11-04,"migajaca_poezja",59,1,"Zobaczcie: Jak czytać z ruchu warg w maseczce? 😷 #PJM #koronawirus #pandemia #maseczki","#PJM #koronawirus #pandemia #maseczki",2
573,2021-11-04,"muzeumslaskie",565,63,"Ważne: Teatr, który łączy światy. #sztuka #kultura #muzeum #dostępność","#sztuka #kultura #muzeum #dostępność",3.49
61,2021-11-05,"muzeumslaskie",385,42,"Hej! Ważny komunikat Ministerstwa Zdrowia (tłumaczenie PJM). #zdrowie #Deaf #PJM #pandemia","#zdrowie #Deaf #PJM #pandemia",2.37
306,2021-11-05,"unmute_pl",419,35,"Zobaczcie: Izolacja jest trudna, ale jesteśmy razem online. #PJM #Głusi #maseczki #społeczność","#PJM #Głusi #maseczki #społeczność",2.16
355,2021-11-06,"unmute_pl",514,22,"Hej! Teatr, który łączy światy. #muzeum #polskijezykmigowy #Głusi #Deaf","#muzeum #polskijezykmigowy #Głusi #Deaf",2.55
490,2021-11-07,"fundacja_echo",123,16,"Ważne: Relacja z demonstracji w Warszawie. #prawa #Głusi #news #Deaf","#prawa #Głusi #news #Deaf",3.09
49,2021-11-10,"unmute_pl",482,38,"Hej! Konferencja prasowa bez tłumacza? Skandal. #koronawirus #Głusi #Deaf #maseczki","#koronawirus #Głusi #Deaf #maseczki",2.48
101,2021-11-11,"iwonacichosz",924,54,"Ważne: Bycie Głuchą to moja supermoc. #life #actress #Głusi #PJM","#life #actress #Głusi #PJM",2.04
221,2021-11-15,"pan_od_pjm",86,6,"Hej! Kino dostępne z napisami i pętlą. #muzeum #dostępność #sztuka #PJM","#muzeum #dostępność #sztuka #PJM",1.84
384,2021-11-17,"fundacja_echo",140,21,"Ważne: Zapraszamy na bezpłatne porady prawne. #ngo #prawa #społeczność #Deaf","#ngo #prawa #społeczność #Deaf",3.58
411,2021-11-17,"migajaca_poezja",54,2,"Hej! Szczepienia - punkt dostępny z tłumaczem. #zdrowie #Głusi #społeczność #maseczki","#zdrowie #Głusi #społeczność #maseczki",1.87
293,2021-12-06,"fundacja_echo",119,5,"Cześć! Ważny komunikat Ministerstwa Zdrowia (tłumaczenie PJM). #polskijezykmigowy #zdrowie #społeczność #PJM","#polskijezykmigowy #zdrowie #społeczność #PJM",2.76
53,2021-12-09,"iwonacichosz",1125,131,"Zobaczcie: Chwila relaksu z rodziną. #PJM #Głusi #life #lifestyle","#PJM #Głusi #life #lifestyle",2.62
403,2021-12-09,"muzeumslaskie",440,39,"Zobaczcie: Kino dostępne z napisami i pętlą. #Głusi #teatr #PJM #kultura","#Głusi #teatr #PJM #kultura",2.66
555,2021-12-09,"fundacja_kultura_bez_barier",311,40,"Cześć! Ważny komunikat Ministerstwa Zdrowia (tłumaczenie PJM). #pandemia #PJM #polskijezykmigowy #Deaf","#pandemia #PJM #polskijezykmigowy #Deaf",3.9
70,2021-12-14,"pan_od_pjm",140,21,"Zobaczcie: Teatr, który łączy światy. #dostępność #Głusi #teatr #społeczność","#dostępność #Głusi #teatr #społeczność",3.22
155,2021-12-16,"muzeumslaskie",168,3,"Cześć! Szczepienia - punkt dostępny z tłumaczem. #maseczki #koronawirus #Głusi #PJM","#maseczki #koronawirus #Głusi #PJM",0.95
537,2021-12-18,"muzeumslaskie",399,50,"Zobaczcie: Oprowadzanie w PJM po nowej wystawie. 🎨 #kultura #PJM #Głusi #muzeum","#kultura #PJM #Głusi #muzeum",2.49
114,2021-12-24,"swiat_gluchych",391,34,"Hej! Jak czytać z ruchu warg w maseczce? 😷 #pandemia #koronawirus #społeczność #zdrowie","#pandemia #koronawirus #społeczność #zdrowie",3.04
465,2021-12-30,"swiat_gluchych",218,12,"Cześć! Nowe statystyki dotyczące PJM w Polsce. #Głusi #PJM #news #Deaf","#Głusi #PJM #news #Deaf",1.64
164,2022-01-04,"migam_pl",704,41,"Ważne: Nasze tłumaczki są dostępne 24/7. #PJM #aplikacja #biznes #polskijezykmigowy","#PJM #aplikacja #biznes #polskijezykmigowy",2.07
354,2022-01-12,"pzg_zg",237,3,"Zobaczcie: Spotkanie społeczności w ten weekend. #społeczność #ngo #polskijezykmigowy #news","#społeczność #ngo #polskijezykmigowy #news",3.2
56,2022-01-25,"muzeumslaskie",524,54,"Hej! Sztuka nie potrzebuje słów, by wzruszać. #Głusi #dostępność #Deaf #teatr","#Głusi #dostępność #Deaf #teatr",3.21
420,2022-01-29,"migajaca_poezja",74,7,"Ważne: Teatr, który łączy światy. #teatr #Głusi #społeczność #sztuka","#teatr #Głusi #społeczność #sztuka",2.7
142,2022-01-31,"pan_od_pjm",127,3,"Ważne: Teatr, który łączy światy. #dostępność #Deaf #PJM #społeczność","#dostępność #Deaf #PJM #społeczność",2.6
234,2022-02-03,"swiat_gluchych",398,10,"Cześć! Wsparcie dla seniorów G/głuchych. #Głusi #polskijezykmigowy #społeczność #ngo","#Głusi #polskijezykmigowy #społeczność #ngo",2.91
364,2022-02-05,"fundacja_echo",76,3,"Ważne: Nowe statystyki dotyczące PJM w Polsce. #Deaf #news #Głusi #PJM","#Deaf #news #Głusi #PJM",1.76
547,2022-02-08,"unmute_pl",653,47,"Cześć! Teatr, który łączy światy. #kultura #PJM #teatr #sztuka","#kultura #PJM #teatr #sztuka",3.33
383,2022-02-09,"pzg_zg",150,13,"Hej! Ważne zmiany w przepisach dla osób z niepełnosprawnością. #Głusi #polskijezykmigowy #społeczność #ngo","#Głusi #polskijezykmigowy #społeczność #ngo",2.17
395,2022-02-12,"fundacja_kultura_bez_barier",153,6,"Hej! Sztuka nie potrzebuje słów, by wzruszać. #kultura #dostępność #muzeum #PJM","#kultura #dostępność #muzeum #PJM",1.77
345,2022-02-15,"muzeumslaskie",455,25,"Hej! Oprowadzanie w PJM po nowej wystawie. 🎨 #kultura #PJM #społeczność #Głusi","#kultura #PJM #społeczność #Głusi",2.67
438,2022-02-16,"pan_od_pjm",78,5,"Ważne: Warsztaty plastyczne dla dzieci niesłyszących. #sztuka #Głusi #muzeum #teatr","#sztuka #Głusi #muzeum #teatr",1.66
108,2022-03-04,"swiat_gluchych",222,27,"Ważne: Spotkanie społeczności w ten weekend. #Deaf #polskijezykmigowy #Głusi #prawa","#Deaf #polskijezykmigowy #Głusi #prawa",1.78
387,2022-03-09,"fundacja_kultura_bez_barier",244,27,"Hej! Sztuka nie potrzebuje słów, by wzruszać. #muzeum #Głusi #PJM #teatr","#muzeum #Głusi #PJM #teatr",3.01
590,2022-03-18,"migam_pl",932,84,"Hej! Wideotłumacz to przyszłość obsługi klienta. #tech #Deaf #innowacje #PJM","#tech #Deaf #innowacje #PJM",2.82
457,2022-03-23,"pzg_zg",107,13,"Zobaczcie: Sukces polskiej reprezentacji niesłyszących w sporcie! #polskijezykmigowy #PJM #prawa #Głusi","#polskijezykmigowy #PJM #prawa #Głusi",1.6
52,2022-03-24,"migam_pl",957,17,"Ważne: Nasze tłumaczki są dostępne 24/7. #startup #tech #polskijezykmigowy #PJM","#startup #tech #polskijezykmigowy #PJM",2.71
584,2022-03-27,"migam_pl",634,32,"Hej! Technologia łamie bariery komunikacyjne. #aplikacja #Głusi #Deaf #PJM","#aplikacja #Głusi #Deaf #PJM",1.85
80,2022-03-28,"fundacja_echo",73,6,"Hej! Nowe statystyki dotyczące PJM w Polsce. #Głusi #Deaf #prawa #społeczność","#Głusi #Deaf #prawa #społeczność",1.76
394,2022-04-06,"migajaca_poezja",48,2,"Hej! Teatr, który łączy światy. #Deaf #Głusi #dostępność #polskijezykmigowy","#Deaf #Głusi #dostępność #polskijezykmigowy",1.67
128,2022-04-09,"fundacja_kultura_bez_barier",182,13,"Zobaczcie: Teatr, który łączy światy. #muzeum #społeczność #Głusi #teatr","#muzeum #społeczność #Głusi #teatr",2.17
287,2022-04-19,"fundacja_echo",110,11,"Zobaczcie: Nowe statystyki dotyczące PJM w Polsce. #Deaf #news #prawa #PJM","#Deaf #news #prawa #PJM",2.69
106,2022-04-21,"fundacja_kultura_bez_barier",239,24,"Zobaczcie: Oprowadzanie w PJM po nowej wystawie. 🎨 #PJM #dostępność #społeczność #teatr","#PJM #dostępność #społeczność #teatr",2.92
81,2022-04-23,"swiat_gluchych",212,12,"Zobaczcie: Relacja z demonstracji w Warszawie. #prawa #polskijezykmigowy #PJM #ngo","#prawa #polskijezykmigowy #PJM #ngo",1.6
205,2022-05-02,"pzg_zg",265,5,"Hej! Walczymy o ustawę o języku migowym! 📜 #news #Głusi #społeczność #Deaf","#news #Głusi #społeczność #Deaf",3.6
209,2022-05-08,"fundacja_echo",108,12,"Ważne: Wsparcie dla seniorów G/głuchych. #prawa #Deaf #news #PJM","#prawa #Deaf #news #PJM",2.67
69,2022-05-09,"swiat_gluchych",330,12,"Zobaczcie: Zapraszamy na bezpłatne porady prawne. #Głusi #PJM #społeczność #news","#Głusi #PJM #społeczność #news",2.44
442,2022-05-09,"unmute_pl",608,48,"Hej! Oprowadzanie w PJM po nowej wystawie. 🎨 #kultura #teatr #dostępność #muzeum","#kultura #teatr #dostępność #muzeum",3.12
594,2022-05-09,"migam_pl",632,19,"Cześć! Technologia łamie bariery komunikacyjne. #społeczność #Deaf #startup #PJM","#społeczność #Deaf #startup #PJM",1.81
183,2022-05-10,"iwonacichosz",810,120,"Ważne: Dziś nagrywamy nowy projekt! 🎬 #life #lifestyle #Deaf #Głusi","#life #lifestyle #Deaf #Głusi",1.94
540,2022-05-12,"iwonacichosz",1370,61,"Ważne: Chwila relaksu z rodziną. #Deaf #polskijezykmigowy #PJM #actress","#Deaf #polskijezykmigowy #PJM #actress",2.98
36,2022-05-15,"muzeumslaskie",323,9,"Ważne: Kino dostępne z napisami i pętlą. #PJM #sztuka #teatr #muzeum","#PJM #sztuka #teatr #muzeum",1.84
325,2022-05-18,"pzg_zg",160,21,"Hej! Ważne zmiany w przepisach dla osób z niepełnosprawnością. #prawa #news #polskijezykmigowy #PJM","#prawa #news #polskijezykmigowy #PJM",2.41
171,2022-05-22,"pzg_zg",163,21,"Cześć! Walczymy o ustawę o języku migowym! 📜 #społeczność #ngo #Deaf #Głusi","#społeczność #ngo #Deaf #Głusi",2.45
181,2022-05-22,"migam_pl",946,38,"Hej! Wdrażamy tłumacza online w kolejnym banku! 🏦 #innowacje #biznes #Głusi #Deaf","#innowacje #biznes #Głusi #Deaf",2.73
449,2022-05-30,"muzeumslaskie",350,42,"Zobaczcie: Kino dostępne z napisami i pętlą. #muzeum #sztuka #społeczność #kultura","#muzeum #sztuka #społeczność #kultura",2.18
113,2022-05-31,"fundacja_kultura_bez_barier",138,7,"Ważne: Kino dostępne z napisami i pętlą. #Deaf #dostępność #Głusi #PJM","#Deaf #dostępność #Głusi #PJM",1.61
223,2022-06-10,"iwonacichosz",933,40,"Cześć! Bycie Głuchą to moja supermoc. #społeczność #Głusi #PJM #Deaf","#społeczność #Głusi #PJM #Deaf",2.03
486,2022-06-16,"pzg_zg",240,33,"Cześć! Wywiad z Ministrem o dostępności. #ngo #polskijezykmigowy #PJM #społeczność","#ngo #polskijezykmigowy #PJM #społeczność",3.64
9,2022-06-17,"muzeumslaskie",743,80,"Zobaczcie: Oprowadzanie w PJM po nowej wystawie. 🎨 #dostępność #Deaf #PJM #Głusi","#dostępność #Deaf #PJM #Głusi",4.57
326,2022-06-17,"fundacja_echo",117,4,"Hej! Wywiad z Ministrem o dostępności. #społeczność #Deaf #polskijezykmigowy #Głusi","#społeczność #Deaf #polskijezykmigowy #Głusi",2.69
533,2022-06-20,"swiat_gluchych",346,26,"Ważne: Spotkanie społeczności w ten weekend. #polskijezykmigowy #Deaf #news #prawa","#polskijezykmigowy #Deaf #news #prawa",2.66
580,2022-06-24,"fundacja_echo",121,10,"Zobaczcie: Relacja z demonstracji w Warszawie. #PJM #społeczność #Głusi #polskijezykmigowy","#PJM #społeczność #Głusi #polskijezykmigowy",2.91
415,2022-06-29,"migajaca_poezja",105,5,"Ważne: Oprowadzanie w PJM po nowej wystawie. 🎨 #społeczność #polskijezykmigowy #teatr #PJM","#społeczność #polskijezykmigowy #teatr #PJM",3.67
76,2022-07-10,"migam_pl",943,123,"Ważne: Wdrażamy tłumacza online w kolejnym banku! 🏦 #aplikacja #PJM #biznes #polskijezykmigowy","#aplikacja #PJM #biznes #polskijezykmigowy",2.96
551,2022-07-13,"fundacja_echo",89,7,"Cześć! Zapraszamy na bezpłatne porady prawne. #ngo #Głusi #polskijezykmigowy #PJM","#ngo #Głusi #polskijezykmigowy #PJM",2.13
288,2022-07-15,"unmute_pl",275,27,"Zobaczcie: Oprowadzanie w PJM po nowej wystawie. 🎨 #dostępność #muzeum #Głusi #PJM","#dostępność #muzeum #Głusi #PJM",1.44
166,2022-07-17,"unmute_pl",957,81,"Cześć! Warsztaty plastyczne dla dzieci niesłyszących. #Deaf #PJM #Głusi #kultura","#Deaf #PJM #Głusi #kultura",4.94
480,2022-07-19,"fundacja_kultura_bez_barier",93,2,"Hej! Oprowadzanie w PJM po nowej wystawie. 🎨 #teatr #społeczność #kultura #sztuka","#teatr #społeczność #kultura #sztuka",1.06
31,2022-07-20,"pzg_zg",197,2,"Ważne: Ważne zmiany w przepisach dla osób z niepełnosprawnością. #ngo #prawa #PJM #Deaf","#ngo #prawa #PJM #Deaf",2.65
583,2022-07-26,"unmute_pl",594,49,"Cześć! Teatr, który łączy światy. #sztuka #kultura #dostępność #społeczność","#sztuka #kultura #dostępność #społeczność",3.06
291,2022-08-04,"pzg_zg",173,15,"Zobaczcie: Ważne zmiany w przepisach dla osób z niepełnosprawnością. #polskijezykmigowy #społeczność #prawa #Deaf","#polskijezykmigowy #społeczność #prawa #Deaf",2.51
126,2022-08-13,"muzeumslaskie",487,47,"Cześć! Warsztaty plastyczne dla dzieci niesłyszących. #dostępność #sztuka #kultura #muzeum","#dostępność #sztuka #kultura #muzeum",2.97
526,2022-08-20,"pzg_zg",246,15,"Hej! Wsparcie dla seniorów G/głuchych. #prawa #polskijezykmigowy #ngo #news","#prawa #polskijezykmigowy #ngo #news",3.48
78,2022-08-28,"swiat_gluchych",439,59,"Zobaczcie: Wywiad z Ministrem o dostępności. #Głusi #prawa #Deaf #ngo","#Głusi #prawa #Deaf #ngo",3.56
549,2022-08-30,"migam_pl",1441,101,"Hej! Nasze tłumaczki są dostępne 24/7. #tech #aplikacja #biznes #społeczność","#tech #aplikacja #biznes #społeczność",4.28
565,2022-09-02,"migam_pl",993,125,"Cześć! Wideotłumacz to przyszłość obsługi klienta. #startup #aplikacja #biznes #PJM","#startup #aplikacja #biznes #PJM",3.11
15,2022-09-13,"migam_pl",578,65,"Ważne: Wdrażamy tłumacza online w kolejnym banku! 🏦 #aplikacja #innowacje #polskijezykmigowy #Deaf","#aplikacja #innowacje #polskijezykmigowy #Deaf",1.79
429,2022-09-13,"migajaca_poezja",54,6,"Zobaczcie: Oprowadzanie w PJM po nowej wystawie. 🎨 #teatr #sztuka #PJM #społeczność","#teatr #sztuka #PJM #społeczność",2
524,2022-09-17,"swiat_gluchych",370,40,"Hej! Wsparcie dla seniorów G/głuchych. #prawa #polskijezykmigowy #PJM #ngo","#prawa #polskijezykmigowy #PJM #ngo",2.93
557,2022-09-30,"swiat_gluchych",399,54,"Zobaczcie: Nowe statystyki dotyczące PJM w Polsce. #polskijezykmigowy #Głusi #Deaf #news","#polskijezykmigowy #Głusi #Deaf #news",3.24
46,2022-10-09,"muzeumslaskie",238,24,"Cześć! Teatr, który łączy światy. #Deaf #Głusi #teatr #PJM","#Deaf #Głusi #teatr #PJM",1.46
375,2022-10-17,"pan_od_pjm",140,4,"Cześć! Oprowadzanie w PJM po nowej wystawie. 🎨 #sztuka #PJM #społeczność #dostępność","#sztuka #PJM #społeczność #dostępność",2.88
163,2022-10-26,"fundacja_kultura_bez_barier",158,8,"Hej! Oprowadzanie w PJM po nowej wystawie. 🎨 #PJM #Głusi #polskijezykmigowy #teatr","#PJM #Głusi #polskijezykmigowy #teatr",1.84
412,2022-10-27,"unmute_pl",545,60,"Zobaczcie: Oprowadzanie w PJM po nowej wystawie. 🎨 #sztuka #społeczność #teatr #Deaf","#sztuka #społeczność #teatr #Deaf",2.88
102,2022-10-31,"fundacja_kultura_bez_barier",263,30,"Zobaczcie: Teatr, który łączy światy. #Głusi #polskijezykmigowy #dostępność #kultura","#Głusi #polskijezykmigowy #dostępność #kultura",3.26
77,2022-11-01,"muzeumslaskie",231,29,"Zobaczcie: Sztuka nie potrzebuje słów, by wzruszać. #społeczność #Głusi #dostępność #teatr","#społeczność #Głusi #dostępność #teatr",1.44
62,2022-11-18,"swiat_gluchych",348,9,"Ważne: Wywiad z Ministrem o dostępności. #PJM #Deaf #polskijezykmigowy #ngo","#PJM #Deaf #polskijezykmigowy #ngo",2.55
521,2022-11-22,"unmute_pl",347,29,"Zobaczcie: Warsztaty plastyczne dla dzieci niesłyszących. #społeczność #muzeum #teatr #dostępność","#społeczność #muzeum #teatr #dostępność",1.79
568,2022-11-23,"muzeumslaskie",660,31,"Hej! Sztuka nie potrzebuje słów, by wzruszać. #PJM #polskijezykmigowy #sztuka #teatr","#PJM #polskijezykmigowy #sztuka #teatr",3.84
356,2022-11-26,"migajaca_poezja",54,4,"Ważne: Kino dostępne z napisami i pętlą. #Deaf #PJM #Głusi #dostępność","#Deaf #PJM #Głusi #dostępność",1.93
460,2022-12-01,"migam_pl",833,99,"Cześć! Wideotłumacz to przyszłość obsługi klienta. #Głusi #Deaf #startup #tech","#Głusi #Deaf #startup #tech",2.59
153,2022-12-02,"muzeumslaskie",522,33,"Ważne: Kino dostępne z napisami i pętlą. #społeczność #teatr #sztuka #muzeum","#społeczność #teatr #sztuka #muzeum",3.08
160,2022-12-05,"fundacja_echo",110,11,"Cześć! Walczymy o ustawę o języku migowym! 📜 #polskijezykmigowy #Głusi #Deaf #ngo","#polskijezykmigowy #Głusi #Deaf #ngo",2.69
4,2022-12-12,"muzeumslaskie",457,5,"Ważne: Oprowadzanie w PJM po nowej wystawie. 🎨 #dostępność #kultura #Deaf #polskijezykmigowy","#dostępność #kultura #Deaf #polskijezykmigowy",2.57
509,2022-12-17,"iwonacichosz",585,69,"Hej! Macierzyństwo bez słów jest piękne. #PJM #społeczność #Głusi #actress","#PJM #społeczność #Głusi #actress",1.36
563,2022-12-21,"migam_pl",724,82,"Cześć! Nasze tłumaczki są dostępne 24/7. #innowacje #PJM #Deaf #aplikacja","#innowacje #PJM #Deaf #aplikacja",2.24
54,2022-12-22,"fundacja_kultura_bez_barier",226,11,"Ważne: Oprowadzanie w PJM po nowej wystawie. 🎨 #sztuka #kultura #Deaf #polskijezykmigowy","#sztuka #kultura #Deaf #polskijezykmigowy",2.63
175,2022-12-24,"migajaca_poezja",33,1,"Ważne: Sztuka nie potrzebuje słów, by wzruszać. #Głusi #muzeum #polskijezykmigowy #sztuka","#Głusi #muzeum #polskijezykmigowy #sztuka",1.13
40,2022-12-27,"pan_od_pjm",143,8,"Ważne: Teatr, który łączy światy. #kultura #polskijezykmigowy #społeczność #Deaf","#kultura #polskijezykmigowy #społeczność #Deaf",3.02
38,2022-12-28,"fundacja_kultura_bez_barier",273,3,"Ważne: Oprowadzanie w PJM po nowej wystawie. 🎨 #Głusi #Deaf #dostępność #społeczność","#Głusi #Deaf #dostępność #społeczność",3.07
217,2022-12-29,"pan_od_pjm",106,11,"Zobaczcie: Teatr, który łączy światy. #teatr #Głusi #Deaf #sztuka","#teatr #Głusi #Deaf #sztuka",2.34
371,2023-01-01,"iwonacichosz",695,43,"Cześć! Chwila relaksu z rodziną. #lifestyle #Głusi #społeczność #PJM","#lifestyle #Głusi #społeczność #PJM",1.54
140,2023-01-04,"migam_pl",981,121,"Hej! Wdrażamy tłumacza online w kolejnym banku! 🏦 #polskijezykmigowy #Deaf #tech #startup","#polskijezykmigowy #Deaf #tech #startup",3.06
32,2023-01-08,"pzg_zg",159,8,"Zobaczcie: Ważne zmiany w przepisach dla osób z niepełnosprawnością. #ngo #społeczność #PJM #news","#ngo #społeczność #PJM #news",2.23
379,2023-01-10,"swiat_gluchych",232,28,"Hej! Relacja z demonstracji w Warszawie. #PJM #Głusi #news #ngo","#PJM #Głusi #news #ngo",1.86
280,2023-01-12,"migajaca_poezja",73,5,"Hej! Kino dostępne z napisami i pętlą. #teatr #sztuka #PJM #Deaf","#teatr #sztuka #PJM #Deaf",2.6
241,2023-01-16,"migam_pl",884,130,"Ważne: Technologia łamie bariery komunikacyjne. #polskijezykmigowy #innowacje #Deaf #Głusi","#polskijezykmigowy #innowacje #Deaf #Głusi",2.82
18,2023-01-20,"pan_od_pjm",118,4,"Zobaczcie: Warsztaty plastyczne dla dzieci niesłyszących. #Głusi #dostępność #sztuka #muzeum","#Głusi #dostępność #sztuka #muzeum",2.44
131,2023-01-22,"swiat_gluchych",226,31,"Ważne: Domagamy się dostępności w urzędach. #prawa #Głusi #Deaf #ngo","#prawa #Głusi #Deaf #ngo",1.84
